Timestamp,Total_CPU_Count
2024-09-13 20:23:06,15
2024-09-13 20:23:39,13
2024-09-13 20:24:11,14
2024-09-13 20:24:43,13
2024-09-13 20:25:16,15
2024-09-13 20:25:48,18
2024-09-13 20:26:20,10
2024-09-13 20:27:24,19
2024-09-13 20:27:56,14
2024-09-13 20:28:59,14
2024-09-13 20:30:03,10
2024-09-13 20:30:35,14
2024-09-13 20:31:08,18
2024-09-13 20:31:40,17
2024-09-13 20:32:12,13
2024-09-13 20:32:45,11
2024-09-13 20:33:17,13
2024-09-13 20:33:49,14
2024-09-13 20:34:22,13
2024-09-13 20:34:54,14
2024-09-13 20:35:26,14
2024-09-13 20:35:59,15
2024-09-13 20:36:31,15
2024-09-13 20:37:03,14
2024-09-13 20:37:36,15
2024-09-13 20:38:38,11
2024-09-13 20:39:11,13
2024-09-13 20:39:43,14
2024-09-13 20:40:15,15
2024-09-13 20:40:48,14
2024-09-13 20:41:20,17
2024-09-13 20:41:52,18
2024-09-13 20:42:25,14
2024-09-13 20:42:57,17
2024-09-13 20:43:29,11
2024-09-13 20:44:02,17
2024-09-13 20:44:34,14
2024-09-13 20:45:07,17
2024-09-13 20:45:39,13
2024-09-13 20:46:11,14
2024-09-13 20:46:44,19
2024-09-13 20:47:16,13
2024-09-13 20:47:48,13
2024-09-13 20:48:21,13
2024-09-13 20:48:53,13
2024-09-13 20:49:25,13
2024-09-13 20:49:58,13
2024-09-13 20:50:30,12
2024-09-13 20:51:03,14
2024-09-13 20:51:35,14
2024-09-13 20:52:07,13
2024-09-13 20:52:40,13
2024-09-13 20:53:43,18
2024-09-13 20:54:47,11
2024-09-13 20:55:19,11
2024-09-13 20:55:52,17
2024-09-13 20:56:24,12
2024-09-13 20:56:56,14
2024-09-13 20:57:29,11
2024-09-13 20:58:32,11
2024-09-13 20:59:04,12
2024-09-13 20:59:36,17
2024-09-13 21:00:09,13
2024-09-13 21:00:41,13
2024-09-13 21:01:14,14
2024-09-13 21:01:46,14
2024-09-13 21:02:18,19
2024-09-13 21:02:51,15
2024-09-13 21:03:23,25
2024-09-13 21:03:55,13
2024-09-13 21:04:28,14
2024-09-13 21:05:00,18
2024-09-13 21:05:32,15
2024-09-13 21:06:05,14
2024-09-13 21:06:37,14
2024-09-13 21:07:10,12
2024-09-13 21:07:42,16
2024-09-13 21:08:14,16
2024-09-13 21:08:47,13
2024-09-13 21:09:19,14
2024-09-13 21:09:51,14
2024-09-13 21:10:24,15
2024-09-13 21:10:56,14
2024-09-13 21:11:28,12
2024-09-13 21:12:01,13
2024-09-13 21:12:33,15
2024-09-13 21:13:05,19
2024-09-13 21:13:38,11
2024-09-13 21:14:10,14
2024-09-13 21:14:42,14
2024-09-13 21:15:15,17
2024-09-13 21:15:47,14
2024-09-13 21:16:19,18
2024-09-13 21:16:52,12
2024-09-13 21:17:55,15
2024-09-13 21:18:27,13
2024-09-13 21:19:00,14
2024-09-13 21:20:03,19
2024-09-13 21:20:36,12
2024-09-13 21:21:38,13
2024-09-13 21:22:42,15
2024-09-13 21:23:14,13
2024-09-13 21:23:46,17
2024-09-13 21:24:19,14
2024-09-13 21:24:51,12
2024-09-13 21:25:23,11
2024-09-13 21:26:27,14
2024-09-13 21:27:29,11
2024-09-13 21:28:02,17
2024-09-13 21:28:34,14
2024-09-13 21:29:06,14
2024-09-13 21:29:39,13
2024-09-13 21:30:11,17
2024-09-13 21:30:43,19
2024-09-13 21:31:16,12
2024-09-13 21:32:18,16
2024-09-13 21:32:51,16
2024-09-13 21:33:23,13
2024-09-13 21:33:55,10
2024-09-13 21:34:28,9
2024-09-13 21:35:00,15
2024-09-13 21:35:32,11
2024-09-13 21:36:05,10
2024-09-13 21:37:07,13
2024-09-13 21:37:40,12
2024-09-13 21:38:12,14
2024-09-13 21:38:44,17
2024-09-13 21:39:17,11
2024-09-13 21:39:49,12
2024-09-13 21:40:22,15
2024-09-13 21:40:54,16
2024-09-13 21:41:26,16
2024-09-13 21:41:59,14
2024-09-13 21:42:31,17
2024-09-13 21:43:03,16
2024-09-13 21:43:36,17
2024-09-13 21:44:08,16
2024-09-13 21:44:41,16
2024-09-13 21:45:44,12
2024-09-13 21:46:16,13
2024-09-13 21:46:49,12
2024-09-13 21:47:21,17
2024-09-13 21:47:53,10
2024-09-13 21:48:26,13
2024-09-13 21:48:58,12
2024-09-13 21:49:31,15
2024-09-13 21:50:03,18
2024-09-13 21:50:35,15
2024-09-13 21:51:08,13
2024-09-13 21:51:40,13
2024-09-13 21:52:12,14
2024-09-13 21:53:15,14
2024-09-13 21:53:47,14
2024-09-13 21:54:20,19
2024-09-13 21:54:52,15
2024-09-13 21:55:55,17
2024-09-13 21:56:27,14
2024-09-13 21:56:59,19
2024-09-13 21:57:32,15
2024-09-13 21:58:04,13
2024-09-13 21:58:37,18
2024-09-13 21:59:09,13
2024-09-13 21:59:41,19
2024-09-13 22:00:14,15
2024-09-13 22:00:46,21
2024-09-13 22:01:18,19
2024-09-13 22:01:51,12
2024-09-13 22:02:23,9
2024-09-13 22:02:55,11
2024-09-13 22:03:28,10
2024-09-13 22:04:00,13
2024-09-13 22:04:33,15
2024-09-13 22:05:05,15
2024-09-13 22:05:37,17
2024-09-13 22:06:10,15
2024-09-13 22:06:42,13
2024-09-13 22:07:15,17
2024-09-13 22:07:47,16
2024-09-13 22:08:19,13
2024-09-13 22:08:52,13
2024-09-13 22:09:24,11
2024-09-13 22:09:56,11
2024-09-13 22:10:29,11
2024-09-13 22:11:01,20
2024-09-13 22:11:34,13
2024-09-13 22:12:06,15
2024-09-13 22:12:38,16
2024-09-13 22:13:11,15
2024-09-13 22:13:43,14
2024-09-13 22:14:15,12
2024-09-13 22:14:48,15
2024-09-13 22:15:20,17
2024-09-13 22:15:53,14
2024-09-13 22:16:25,20
2024-09-13 22:16:57,16
2024-09-13 22:17:30,17
2024-09-13 22:18:02,11
2024-09-14 01:52:44,19
2024-09-14 01:53:16,12
2024-09-14 01:53:49,16
2024-09-14 01:54:21,11
2024-09-14 01:54:53,11
2024-09-14 01:55:26,12
2024-09-14 01:56:29,14
2024-09-14 01:57:01,13
2024-09-14 01:57:34,19
2024-09-14 01:58:06,14
2024-09-14 01:59:10,11
2024-09-14 01:59:42,13
2024-09-14 02:00:14,14
2024-09-14 02:00:47,15
2024-09-14 02:01:19,20
2024-09-14 02:01:51,13
2024-09-14 02:02:24,12
2024-09-14 02:02:56,12
2024-09-14 02:03:28,13
2024-09-14 02:04:01,14
2024-09-14 02:04:33,14
2024-09-14 02:05:06,17
2024-09-14 02:05:38,12
2024-09-14 02:06:10,15
2024-09-14 02:06:43,16
2024-09-14 02:07:15,13
2024-09-14 02:07:47,14
2024-09-14 02:08:20,12
2024-09-14 02:08:52,14
2024-09-14 02:09:24,12
2024-09-14 02:09:57,16
2024-09-14 02:10:29,15
2024-09-14 02:11:02,13
2024-09-14 02:11:34,15
2024-09-14 02:12:06,16
2024-09-14 02:12:39,14
2024-09-14 02:13:11,14
2024-09-14 02:13:44,12
2024-09-14 02:14:16,12
2024-09-14 02:14:48,15
2024-09-14 02:15:21,14
2024-09-14 02:15:53,12
2024-09-14 02:16:25,11
2024-09-14 02:16:58,13
2024-09-14 02:17:30,11
2024-09-14 02:18:03,11
2024-09-14 02:18:35,14
2024-09-14 02:19:07,20
2024-09-14 02:19:40,14
2024-09-14 02:20:12,12
2024-09-14 02:20:44,12
2024-09-14 02:21:17,16
2024-09-14 02:21:49,11
2024-09-14 02:22:22,12
2024-09-14 02:22:54,14
2024-09-14 02:23:26,11
